track,h,search,queue,algo,domain,cov
ipc2014,ff1,lazy,FIFO,hP,thoughtful,11
ipc2014,ff1,lazy,FIFO,hP,maintenance,5
ipc2014,ff1,lazy,FIFO,hP,openstacks,15
ipc2014,ff1,lazy,FIFO,hP,hiking,20
ipc2014,ff1,lazy,FIFO,hP,visitall,0
ipc2014,ff1,lazy,FIFO,hP,ged,8
ipc2011,ff1,lazy,FIFO,hP,nomystery,9
ipc2011,ff1,lazy,FIFO,hP,tidybot,16
ipc2011,ff1,lazy,FIFO,hP,pegsol,20
ipc2011,ff1,lazy,FIFO,hP,visitall,5
ipc2011,ff1,lazy,FIFO,hP,transport,0
ipc2011,ff1,lazy,FIFO,hP,elevators,15
ipc2011,ff1,lazy,FIFO,hP,woodworking,19
ipc2011,ff1,lazy,FIFO,hP,barman,10
ipc2011,ff1,lazy,FIFO,hP,parcprinter,20
ipc2011,ff1,lazy,FIFO,hP,parking,13
ipc2011,ff1,lazy,FIFO,hP,floortile,7
ipc2011,ff1,lazy,FIFO,hP,scanalyzer,19
ipc2011,ff1,lazy,FIFO,hP,sokoban,19
ipc2011,ff1,lazy,FIFO,hP,openstacks,19
ipc2014,cg1,lazy,FIFO,hP,barman,0
ipc2014,cg1,lazy,FIFO,hP,citycar,0
ipc2014,cg1,lazy,FIFO,hP,parking,1
ipc2014,cg1,lazy,FIFO,hP,childsnack,0
ipc2014,cg1,lazy,FIFO,hP,floortile,2
ipc2014,cg1,lazy,FIFO,hP,tetris,13
ipc2014,cg1,lazy,FIFO,hP,cavediving,7
ipc2014,cg1,lazy,FIFO,hP,transport,6
ipc2014,cg1,lazy,FIFO,hP,thoughtful,5
ipc2014,cg1,lazy,FIFO,hP,maintenance,1
ipc2014,cg1,lazy,FIFO,hP,openstacks,6
ipc2014,cg1,lazy,FIFO,hP,hiking,18
ipc2014,cg1,lazy,FIFO,hP,visitall,0
ipc2014,cg1,lazy,FIFO,hP,ged,5
ipc2014,cg1,lazy,FIFO,hP,barman,0
ipc2014,cg1,lazy,FIFO,hP,citycar,3
ipc2014,cg1,lazy,FIFO,hP,parking,0
ipc2014,cg1,lazy,FIFO,hP,childsnack,0
ipc2014,cg1,lazy,FIFO,hP,floortile,2
ipc2014,cg1,lazy,FIFO,hP,tetris,13
ipc2014,cg1,lazy,FIFO,hP,cavediving,7
ipc2014,cg1,lazy,FIFO,hP,transport,5
ipc2014,cg1,lazy,FIFO,hP,thoughtful,5
ipc2014,cg1,lazy,FIFO,hP,maintenance,0
ipc2014,cg1,lazy,FIFO,hP,openstacks,6
ipc2014,cg1,lazy,FIFO,hP,hiking,18
ipc2014,cg1,lazy,FIFO,hP,visitall,0
ipc2014,cg1,lazy,FIFO,hP,ged,3
ipc2014,ff1,lazy,FIFO,hP,barman,3
ipc2014,ff1,lazy,FIFO,hP,citycar,0
ipc2014,ff1,lazy,FIFO,hP,parking,1
ipc2014,ff1,lazy,FIFO,hP,childsnack,0
ipc2014,ff1,lazy,FIFO,hP,floortile,2
ipc2014,ff1,lazy,FIFO,hP,tetris,1
ipc2014,ff1,lazy,FIFO,hP,cavediving,7
ipc2014,ff1,lazy,FIFO,hP,transport,0
ipc2014,ff1,lazy,FIFO,hP,thoughtful,10
ipc2014,ff1,lazy,FIFO,hP,maintenance,3
ipc2014,ff1,lazy,FIFO,hP,openstacks,15
ipc2014,ff1,lazy,FIFO,hP,hiking,20
ipc2014,ff1,lazy,FIFO,hP,visitall,0
ipc2014,ff1,lazy,FIFO,hP,ged,8
ipc2011,ff1,lazy,FIFO,hP,nomystery,9
ipc2011,ff1,lazy,FIFO,hP,tidybot,17
ipc2011,ff1,lazy,FIFO,hP,pegsol,20
ipc2011,ff1,lazy,FIFO,hP,visitall,5
ipc2011,ff1,lazy,FIFO,hP,transport,0
ipc2011,ff1,lazy,FIFO,hP,elevators,15
ipc2011,ff1,lazy,FIFO,hP,woodworking,19
ipc2011,ff1,lazy,FIFO,hP,barman,9
ipc2011,ff1,lazy,FIFO,hP,parcprinter,20
ipc2011,ff1,lazy,FIFO,hP,parking,8
ipc2011,ff1,lazy,FIFO,hP,floortile,7
ipc2011,ff1,lazy,FIFO,hP,scanalyzer,18
ipc2011,ff1,lazy,FIFO,hP,sokoban,18
ipc2011,ff1,lazy,FIFO,hP,openstacks,19
ipc2011,cg1,lazy,FIFO,hP,nomystery,7
ipc2011,cg1,lazy,FIFO,hP,tidybot,18
ipc2011,cg1,lazy,FIFO,hP,pegsol,20
ipc2011,cg1,lazy,FIFO,hP,visitall,5
ipc2011,cg1,lazy,FIFO,hP,transport,10
ipc2011,cg1,lazy,FIFO,hP,elevators,8
ipc2011,cg1,lazy,FIFO,hP,woodworking,10
ipc2011,cg1,lazy,FIFO,hP,barman,0
ipc2011,cg1,lazy,FIFO,hP,parcprinter,18
ipc2011,cg1,lazy,FIFO,hP,parking,11
ipc2011,cg1,lazy,FIFO,hP,floortile,1
ipc2011,cg1,lazy,FIFO,hP,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hP,sokoban,16
ipc2011,cg1,lazy,FIFO,hP,openstacks,15
ipc2014,ff1,lazy,FIFO,ht,barman,1
ipc2014,ff1,lazy,FIFO,ht,citycar,10
ipc2014,ff1,lazy,FIFO,ht,parking,0
ipc2014,ff1,lazy,FIFO,ht,childsnack,0
ipc2014,ff1,lazy,FIFO,ht,floortile,2
ipc2014,ff1,lazy,FIFO,ht,tetris,6
ipc2014,ff1,lazy,FIFO,ht,cavediving,7
ipc2014,ff1,lazy,FIFO,ht,transport,0
ipc2014,ff1,lazy,FIFO,ht,thoughtful,11
ipc2014,ff1,lazy,FIFO,ht,maintenance,9
ipc2014,ff1,lazy,FIFO,ht,openstacks,17
ipc2014,ff1,lazy,FIFO,ht,hiking,19
ipc2014,ff1,lazy,FIFO,ht,visitall,0
ipc2014,ff1,lazy,FIFO,ht,ged,16
ipc2014,cg1,lazy,FIFO,ht,barman,0
ipc2014,cg1,lazy,FIFO,ht,citycar,5
ipc2014,cg1,lazy,FIFO,ht,parking,0
ipc2014,cg1,lazy,FIFO,ht,childsnack,0
ipc2014,cg1,lazy,FIFO,ht,floortile,1
ipc2014,cg1,lazy,FIFO,ht,tetris,14
ipc2014,cg1,lazy,FIFO,ht,cavediving,7
ipc2014,cg1,lazy,FIFO,ht,transport,1
ipc2014,cg1,lazy,FIFO,ht,thoughtful,5
ipc2014,cg1,lazy,FIFO,ht,maintenance,7
ipc2014,cg1,lazy,FIFO,ht,openstacks,5
ipc2014,cg1,lazy,FIFO,ht,hiking,20
ipc2014,cg1,lazy,FIFO,ht,visitall,0
ipc2014,cg1,lazy,FIFO,ht,ged,10
ipc2011,ff1,lazy,FIFO,ht,nomystery,16
ipc2011,ff1,lazy,FIFO,ht,tidybot,16
ipc2011,ff1,lazy,FIFO,ht,pegsol,20
ipc2011,ff1,lazy,FIFO,ht,visitall,5
ipc2011,ff1,lazy,FIFO,ht,transport,0
ipc2011,ff1,lazy,FIFO,ht,elevators,15
ipc2011,ff1,lazy,FIFO,ht,woodworking,16
ipc2011,ff1,lazy,FIFO,ht,barman,9
ipc2011,ff1,lazy,FIFO,ht,parcprinter,20
ipc2011,ff1,lazy,FIFO,ht,parking,9
ipc2011,ff1,lazy,FIFO,ht,floortile,7
ipc2011,ff1,lazy,FIFO,ht,scanalyzer,19
ipc2011,ff1,lazy,FIFO,ht,sokoban,18
ipc2011,ff1,lazy,FIFO,ht,openstacks,20
ipc2011,cg1,lazy,FIFO,ht,nomystery,14
ipc2011,cg1,lazy,FIFO,ht,tidybot,18
ipc2011,cg1,lazy,FIFO,ht,pegsol,20
ipc2011,cg1,lazy,FIFO,ht,visitall,6
ipc2011,cg1,lazy,FIFO,ht,transport,6
ipc2011,cg1,lazy,FIFO,ht,elevators,9
ipc2011,cg1,lazy,FIFO,ht,woodworking,2
ipc2011,cg1,lazy,FIFO,ht,barman,0
ipc2011,cg1,lazy,FIFO,ht,parcprinter,18
ipc2011,cg1,lazy,FIFO,ht,parking,3
ipc2011,cg1,lazy,FIFO,ht,floortile,0
ipc2011,cg1,lazy,FIFO,ht,scanalyzer,18
ipc2011,cg1,lazy,FIFO,ht,sokoban,16
ipc2011,cg1,lazy,FIFO,ht,openstacks,15
ipc2014,cg1,lazy,FIFO,ht,barman,0
ipc2014,cg1,lazy,FIFO,ht,citycar,4
ipc2014,cg1,lazy,FIFO,ht,parking,0
ipc2014,cg1,lazy,FIFO,ht,childsnack,0
ipc2014,cg1,lazy,FIFO,ht,floortile,1
ipc2014,cg1,lazy,FIFO,ht,tetris,14
ipc2014,cg1,lazy,FIFO,ht,cavediving,7
ipc2014,cg1,lazy,FIFO,ht,transport,3
ipc2014,cg1,lazy,FIFO,ht,thoughtful,5
ipc2014,cg1,lazy,FIFO,ht,maintenance,8
ipc2014,cg1,lazy,FIFO,ht,openstacks,4
ipc2014,cg1,lazy,FIFO,ht,hiking,17
ipc2014,cg1,lazy,FIFO,ht,visitall,0
ipc2014,cg1,lazy,FIFO,ht,ged,13
ipc2014,ff1,lazy,FIFO,ht,barman,0
ipc2014,ff1,lazy,FIFO,ht,citycar,10
ipc2014,ff1,lazy,FIFO,ht,parking,0
ipc2014,ff1,lazy,FIFO,ht,childsnack,0
ipc2014,ff1,lazy,FIFO,ht,floortile,2
ipc2014,ff1,lazy,FIFO,ht,tetris,8
ipc2014,ff1,lazy,FIFO,ht,cavediving,8
ipc2014,ff1,lazy,FIFO,ht,transport,0
ipc2014,ff1,lazy,FIFO,ht,thoughtful,11
ipc2014,ff1,lazy,FIFO,ht,maintenance,7
ipc2014,ff1,lazy,FIFO,ht,openstacks,18
ipc2014,ff1,lazy,FIFO,ht,hiking,19
ipc2014,ff1,lazy,FIFO,ht,visitall,0
ipc2014,ff1,lazy,FIFO,ht,ged,16
ipc2011,ff1,lazy,FIFO,ht,nomystery,17
ipc2011,ff1,lazy,FIFO,ht,tidybot,16
ipc2011,ff1,lazy,FIFO,ht,pegsol,20
ipc2011,ff1,lazy,FIFO,ht,visitall,7
ipc2011,ff1,lazy,FIFO,ht,transport,0
ipc2011,ff1,lazy,FIFO,ht,elevators,14
ipc2011,ff1,lazy,FIFO,ht,woodworking,14
ipc2011,ff1,lazy,FIFO,ht,barman,10
ipc2011,ff1,lazy,FIFO,ht,parcprinter,19
ipc2011,ff1,lazy,FIFO,ht,parking,8
ipc2011,ff1,lazy,FIFO,ht,floortile,7
ipc2011,ff1,lazy,FIFO,ht,scanalyzer,20
ipc2011,ff1,lazy,FIFO,ht,sokoban,18
ipc2011,ff1,lazy,FIFO,ht,openstacks,20
ipc2014,ff1,lazy,FIFO,ht,barman,0
ipc2014,ff1,lazy,FIFO,ht,citycar,10
ipc2014,ff1,lazy,FIFO,ht,parking,0
ipc2014,ff1,lazy,FIFO,ht,childsnack,1
ipc2014,ff1,lazy,FIFO,ht,floortile,2
ipc2014,ff1,lazy,FIFO,ht,tetris,3
ipc2014,ff1,lazy,FIFO,ht,cavediving,7
ipc2014,ff1,lazy,FIFO,ht,transport,0
ipc2014,ff1,lazy,FIFO,ht,thoughtful,10
ipc2014,ff1,lazy,FIFO,ht,maintenance,7
ipc2014,ff1,lazy,FIFO,ht,openstacks,18
ipc2014,ff1,lazy,FIFO,ht,hiking,20
ipc2014,ff1,lazy,FIFO,ht,visitall,0
ipc2014,ff1,lazy,FIFO,ht,ged,14
ipc2011,cg1,lazy,FIFO,ht,nomystery,14
ipc2011,cg1,lazy,FIFO,ht,tidybot,20
ipc2011,cg1,lazy,FIFO,ht,pegsol,20
ipc2011,cg1,lazy,FIFO,ht,visitall,6
ipc2011,cg1,lazy,FIFO,ht,transport,7
ipc2011,cg1,lazy,FIFO,ht,elevators,8
ipc2011,cg1,lazy,FIFO,ht,woodworking,2
ipc2011,cg1,lazy,FIFO,ht,barman,0
ipc2011,cg1,lazy,FIFO,ht,parcprinter,20
ipc2011,cg1,lazy,FIFO,ht,parking,5
ipc2011,cg1,lazy,FIFO,ht,floortile,1
ipc2011,cg1,lazy,FIFO,ht,scanalyzer,19
ipc2011,cg1,lazy,FIFO,ht,sokoban,16
ipc2011,cg1,lazy,FIFO,ht,openstacks,15
ipc2014,ff1,lazy,FIFO,ht,barman,0
ipc2014,ff1,lazy,FIFO,ht,citycar,13
ipc2014,ff1,lazy,FIFO,ht,parking,1
ipc2014,ff1,lazy,FIFO,ht,childsnack,0
ipc2014,ff1,lazy,FIFO,ht,floortile,3
ipc2014,ff1,lazy,FIFO,ht,tetris,8
ipc2014,ff1,lazy,FIFO,ht,cavediving,7
ipc2014,ff1,lazy,FIFO,ht,transport,0
ipc2014,ff1,lazy,FIFO,ht,thoughtful,12
ipc2014,ff1,lazy,FIFO,ht,maintenance,8
ipc2014,ff1,lazy,FIFO,ht,openstacks,17
ipc2014,ff1,lazy,FIFO,ht,hiking,20
ipc2014,ff1,lazy,FIFO,ht,visitall,0
ipc2014,ff1,lazy,FIFO,ht,ged,17
ipc2011,cg1,lazy,FIFO,ht,nomystery,14
ipc2011,cg1,lazy,FIFO,ht,tidybot,17
ipc2011,cg1,lazy,FIFO,ht,pegsol,20
ipc2011,cg1,lazy,FIFO,ht,visitall,6
ipc2011,cg1,lazy,FIFO,ht,transport,8
ipc2011,cg1,lazy,FIFO,ht,elevators,9
ipc2011,cg1,lazy,FIFO,ht,woodworking,1
ipc2011,cg1,lazy,FIFO,ht,barman,0
ipc2011,cg1,lazy,FIFO,ht,parcprinter,18
ipc2011,cg1,lazy,FIFO,ht,parking,5
ipc2011,cg1,lazy,FIFO,ht,floortile,1
ipc2011,cg1,lazy,FIFO,ht,scanalyzer,19
ipc2011,cg1,lazy,FIFO,ht,sokoban,16
ipc2011,cg1,lazy,FIFO,ht,openstacks,14
ipc2011,ff1,lazy,FIFO,ht,nomystery,16
ipc2011,ff1,lazy,FIFO,ht,tidybot,16
ipc2011,ff1,lazy,FIFO,ht,pegsol,20
ipc2011,ff1,lazy,FIFO,ht,visitall,7
ipc2011,ff1,lazy,FIFO,ht,transport,0
ipc2011,ff1,lazy,FIFO,ht,elevators,16
ipc2011,ff1,lazy,FIFO,ht,woodworking,17
ipc2011,ff1,lazy,FIFO,ht,barman,10
ipc2011,ff1,lazy,FIFO,ht,parcprinter,20
ipc2011,ff1,lazy,FIFO,ht,parking,11
ipc2011,ff1,lazy,FIFO,ht,floortile,7
ipc2011,ff1,lazy,FIFO,ht,scanalyzer,17
ipc2011,ff1,lazy,FIFO,ht,sokoban,17
ipc2011,ff1,lazy,FIFO,ht,openstacks,20
ipc2014,cg1,lazy,FIFO,ht,barman,0
ipc2014,cg1,lazy,FIFO,ht,citycar,4
ipc2014,cg1,lazy,FIFO,ht,parking,0
ipc2014,cg1,lazy,FIFO,ht,childsnack,0
ipc2014,cg1,lazy,FIFO,ht,floortile,2
ipc2014,cg1,lazy,FIFO,ht,tetris,13
ipc2014,cg1,lazy,FIFO,ht,cavediving,7
ipc2014,cg1,lazy,FIFO,ht,transport,3
ipc2014,cg1,lazy,FIFO,ht,thoughtful,5
ipc2014,cg1,lazy,FIFO,ht,maintenance,6
ipc2014,cg1,lazy,FIFO,ht,openstacks,5
ipc2014,cg1,lazy,FIFO,ht,hiking,19
ipc2014,cg1,lazy,FIFO,ht,visitall,0
ipc2014,cg1,lazy,FIFO,ht,ged,11
ipc2011,ff1,lazy,FIFO,ht,nomystery,17
ipc2011,ff1,lazy,FIFO,ht,tidybot,15
ipc2011,ff1,lazy,FIFO,ht,pegsol,20
ipc2011,ff1,lazy,FIFO,ht,visitall,7
ipc2011,ff1,lazy,FIFO,ht,transport,0
ipc2011,ff1,lazy,FIFO,ht,elevators,14
ipc2011,ff1,lazy,FIFO,ht,woodworking,13
ipc2011,ff1,lazy,FIFO,ht,barman,10
ipc2011,ff1,lazy,FIFO,ht,parcprinter,20
ipc2011,ff1,lazy,FIFO,ht,parking,7
ipc2011,ff1,lazy,FIFO,ht,floortile,7
ipc2011,ff1,lazy,FIFO,ht,scanalyzer,19
ipc2011,ff1,lazy,FIFO,ht,sokoban,17
ipc2011,ff1,lazy,FIFO,ht,openstacks,20
ipc2011,cg1,lazy,FIFO,ht,nomystery,14
ipc2011,cg1,lazy,FIFO,ht,tidybot,17
ipc2011,cg1,lazy,FIFO,ht,pegsol,20
ipc2011,cg1,lazy,FIFO,ht,visitall,6
ipc2011,cg1,lazy,FIFO,ht,transport,8
ipc2011,cg1,lazy,FIFO,ht,elevators,8
ipc2011,cg1,lazy,FIFO,ht,woodworking,2
ipc2011,cg1,lazy,FIFO,ht,barman,0
ipc2011,cg1,lazy,FIFO,ht,parcprinter,19
ipc2011,cg1,lazy,FIFO,ht,parking,5
ipc2011,cg1,lazy,FIFO,ht,floortile,2
ipc2011,cg1,lazy,FIFO,ht,scanalyzer,20
ipc2011,cg1,lazy,FIFO,ht,sokoban,17
ipc2011,cg1,lazy,FIFO,ht,openstacks,15
ipc2014,cg1,lazy,FIFO,ht,barman,0
ipc2014,cg1,lazy,FIFO,ht,citycar,5
ipc2014,cg1,lazy,FIFO,ht,parking,0
ipc2014,cg1,lazy,FIFO,ht,childsnack,0
ipc2014,cg1,lazy,FIFO,ht,floortile,1
ipc2014,cg1,lazy,FIFO,ht,tetris,15
ipc2014,cg1,lazy,FIFO,ht,cavediving,7
ipc2014,cg1,lazy,FIFO,ht,transport,3
ipc2014,cg1,lazy,FIFO,ht,thoughtful,5
ipc2014,cg1,lazy,FIFO,ht,maintenance,6
ipc2014,cg1,lazy,FIFO,ht,openstacks,5
ipc2014,cg1,lazy,FIFO,ht,hiking,18
ipc2014,cg1,lazy,FIFO,ht,visitall,0
ipc2014,cg1,lazy,FIFO,ht,ged,10
ipc2011,ff1,lazy,FIFO,hd,nomystery,7
ipc2011,ff1,lazy,FIFO,hd,tidybot,16
ipc2011,ff1,lazy,FIFO,hd,pegsol,20
ipc2011,ff1,lazy,FIFO,hd,visitall,4
ipc2011,ff1,lazy,FIFO,hd,transport,0
ipc2011,ff1,lazy,FIFO,hd,elevators,12
ipc2011,ff1,lazy,FIFO,hd,woodworking,14
ipc2011,ff1,lazy,FIFO,hd,barman,8
ipc2011,ff1,lazy,FIFO,hd,parcprinter,18
ipc2011,ff1,lazy,FIFO,hd,parking,19
ipc2011,ff1,lazy,FIFO,hd,floortile,4
ipc2011,ff1,lazy,FIFO,hd,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hd,sokoban,19
ipc2011,ff1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,barman,0
ipc2014,cg1,lazy,FIFO,hd,citycar,0
ipc2014,cg1,lazy,FIFO,hd,parking,3
ipc2014,cg1,lazy,FIFO,hd,childsnack,0
ipc2014,cg1,lazy,FIFO,hd,floortile,0
ipc2014,cg1,lazy,FIFO,hd,tetris,18
ipc2014,cg1,lazy,FIFO,hd,cavediving,7
ipc2014,cg1,lazy,FIFO,hd,transport,4
ipc2014,cg1,lazy,FIFO,hd,thoughtful,5
ipc2014,cg1,lazy,FIFO,hd,maintenance,0
ipc2014,cg1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,hiking,16
ipc2014,cg1,lazy,FIFO,hd,visitall,0
ipc2014,cg1,lazy,FIFO,hd,ged,0
ipc2011,ff1,lazy,FIFO,hd,nomystery,7
ipc2011,ff1,lazy,FIFO,hd,tidybot,16
ipc2011,ff1,lazy,FIFO,hd,pegsol,20
ipc2011,ff1,lazy,FIFO,hd,visitall,4
ipc2011,ff1,lazy,FIFO,hd,transport,0
ipc2011,ff1,lazy,FIFO,hd,elevators,12
ipc2011,ff1,lazy,FIFO,hd,woodworking,14
ipc2011,ff1,lazy,FIFO,hd,barman,8
ipc2011,ff1,lazy,FIFO,hd,parcprinter,18
ipc2011,ff1,lazy,FIFO,hd,parking,19
ipc2011,ff1,lazy,FIFO,hd,floortile,4
ipc2011,ff1,lazy,FIFO,hd,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hd,sokoban,19
ipc2011,ff1,lazy,FIFO,hd,openstacks,20
ipc2011,cg1,lazy,FIFO,hd,nomystery,5
ipc2011,cg1,lazy,FIFO,hd,tidybot,19
ipc2011,cg1,lazy,FIFO,hd,pegsol,20
ipc2011,cg1,lazy,FIFO,hd,visitall,3
ipc2011,cg1,lazy,FIFO,hd,transport,10
ipc2011,cg1,lazy,FIFO,hd,elevators,8
ipc2011,cg1,lazy,FIFO,hd,woodworking,1
ipc2011,cg1,lazy,FIFO,hd,barman,0
ipc2011,cg1,lazy,FIFO,hd,parcprinter,20
ipc2011,cg1,lazy,FIFO,hd,parking,12
ipc2011,cg1,lazy,FIFO,hd,floortile,0
ipc2011,cg1,lazy,FIFO,hd,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hd,sokoban,14
ipc2011,cg1,lazy,FIFO,hd,openstacks,20
ipc2011,ff1,lazy,FIFO,hd,nomystery,7
ipc2011,ff1,lazy,FIFO,hd,tidybot,16
ipc2011,ff1,lazy,FIFO,hd,pegsol,20
ipc2011,ff1,lazy,FIFO,hd,visitall,4
ipc2011,ff1,lazy,FIFO,hd,transport,0
ipc2011,ff1,lazy,FIFO,hd,elevators,13
ipc2011,ff1,lazy,FIFO,hd,woodworking,14
ipc2011,ff1,lazy,FIFO,hd,barman,8
ipc2011,ff1,lazy,FIFO,hd,parcprinter,18
ipc2011,ff1,lazy,FIFO,hd,parking,18
ipc2011,ff1,lazy,FIFO,hd,floortile,4
ipc2011,ff1,lazy,FIFO,hd,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hd,sokoban,19
ipc2011,ff1,lazy,FIFO,hd,openstacks,20
ipc2011,ff1,lazy,FIFO,hd,nomystery,7
ipc2011,ff1,lazy,FIFO,hd,tidybot,16
ipc2011,ff1,lazy,FIFO,hd,pegsol,20
ipc2011,ff1,lazy,FIFO,hd,visitall,4
ipc2011,ff1,lazy,FIFO,hd,transport,0
ipc2011,ff1,lazy,FIFO,hd,elevators,12
ipc2011,ff1,lazy,FIFO,hd,woodworking,14
ipc2011,ff1,lazy,FIFO,hd,barman,8
ipc2011,ff1,lazy,FIFO,hd,parcprinter,18
ipc2011,ff1,lazy,FIFO,hd,parking,19
ipc2011,ff1,lazy,FIFO,hd,floortile,4
ipc2011,ff1,lazy,FIFO,hd,scanalyzer,16
ipc2011,ff1,lazy,FIFO,hd,sokoban,19
ipc2011,ff1,lazy,FIFO,hd,openstacks,20
ipc2014,ff1,lazy,FIFO,hd,barman,0
ipc2014,ff1,lazy,FIFO,hd,citycar,0
ipc2014,ff1,lazy,FIFO,hd,parking,5
ipc2014,ff1,lazy,FIFO,hd,childsnack,4
ipc2014,ff1,lazy,FIFO,hd,floortile,2
ipc2014,ff1,lazy,FIFO,hd,tetris,6
ipc2014,ff1,lazy,FIFO,hd,cavediving,7
ipc2014,ff1,lazy,FIFO,hd,transport,0
ipc2014,ff1,lazy,FIFO,hd,thoughtful,8
ipc2014,ff1,lazy,FIFO,hd,maintenance,0
ipc2014,ff1,lazy,FIFO,hd,openstacks,20
ipc2014,ff1,lazy,FIFO,hd,hiking,20
ipc2014,ff1,lazy,FIFO,hd,visitall,0
ipc2014,ff1,lazy,FIFO,hd,ged,19
ipc2014,cg1,lazy,FIFO,hd,barman,0
ipc2014,cg1,lazy,FIFO,hd,citycar,0
ipc2014,cg1,lazy,FIFO,hd,parking,3
ipc2014,cg1,lazy,FIFO,hd,childsnack,0
ipc2014,cg1,lazy,FIFO,hd,floortile,0
ipc2014,cg1,lazy,FIFO,hd,tetris,18
ipc2014,cg1,lazy,FIFO,hd,cavediving,7
ipc2014,cg1,lazy,FIFO,hd,transport,4
ipc2014,cg1,lazy,FIFO,hd,thoughtful,5
ipc2014,cg1,lazy,FIFO,hd,maintenance,0
ipc2014,cg1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,hiking,16
ipc2014,cg1,lazy,FIFO,hd,visitall,0
ipc2014,cg1,lazy,FIFO,hd,ged,0
ipc2011,cg1,lazy,FIFO,hd,nomystery,5
ipc2011,cg1,lazy,FIFO,hd,tidybot,19
ipc2011,cg1,lazy,FIFO,hd,pegsol,20
ipc2011,cg1,lazy,FIFO,hd,visitall,3
ipc2011,cg1,lazy,FIFO,hd,transport,11
ipc2011,cg1,lazy,FIFO,hd,elevators,8
ipc2011,cg1,lazy,FIFO,hd,woodworking,1
ipc2011,cg1,lazy,FIFO,hd,barman,0
ipc2011,cg1,lazy,FIFO,hd,parcprinter,20
ipc2011,cg1,lazy,FIFO,hd,parking,12
ipc2011,cg1,lazy,FIFO,hd,floortile,0
ipc2011,cg1,lazy,FIFO,hd,scanalyzer,20
ipc2011,cg1,lazy,FIFO,hd,sokoban,14
ipc2011,cg1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,barman,0
ipc2014,cg1,lazy,FIFO,hd,citycar,0
ipc2014,cg1,lazy,FIFO,hd,parking,4
ipc2014,cg1,lazy,FIFO,hd,childsnack,0
ipc2014,cg1,lazy,FIFO,hd,floortile,0
ipc2014,cg1,lazy,FIFO,hd,tetris,18
ipc2014,cg1,lazy,FIFO,hd,cavediving,7
ipc2014,cg1,lazy,FIFO,hd,transport,4
ipc2014,cg1,lazy,FIFO,hd,thoughtful,5
ipc2014,cg1,lazy,FIFO,hd,maintenance,0
ipc2014,cg1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,hiking,16
ipc2014,cg1,lazy,FIFO,hd,visitall,0
ipc2014,cg1,lazy,FIFO,hd,ged,0
ipc2014,cg1,lazy,FIFO,hd,barman,0
ipc2014,cg1,lazy,FIFO,hd,citycar,0
ipc2014,cg1,lazy,FIFO,hd,parking,3
ipc2014,cg1,lazy,FIFO,hd,childsnack,0
ipc2014,cg1,lazy,FIFO,hd,floortile,0
ipc2014,cg1,lazy,FIFO,hd,tetris,18
ipc2014,cg1,lazy,FIFO,hd,cavediving,7
ipc2014,cg1,lazy,FIFO,hd,transport,4
ipc2014,cg1,lazy,FIFO,hd,thoughtful,5
ipc2014,cg1,lazy,FIFO,hd,maintenance,0
ipc2014,cg1,lazy,FIFO,hd,openstacks,20
ipc2014,cg1,lazy,FIFO,hd,hiking,16
ipc2014,cg1,lazy,FIFO,hd,visitall,0
ipc2014,cg1,lazy,FIFO,hd,ged,0
ipc2014,ff1,lazy,FIFO,hd,barman,0
ipc2014,ff1,lazy,FIFO,hd,citycar,0
ipc2014,ff1,lazy,FIFO,hd,parking,6
ipc2014,ff1,lazy,FIFO,hd,childsnack,4
ipc2014,ff1,lazy,FIFO,hd,floortile,2
ipc2014,ff1,lazy,FIFO,hd,tetris,4
ipc2014,ff1,lazy,FIFO,hd,cavediving,7
ipc2014,ff1,lazy,FIFO,hd,transport,0
ipc2014,ff1,lazy,FIFO,hd,thoughtful,8
ipc2014,ff1,lazy,FIFO,hd,maintenance,0
ipc2014,ff1,lazy,FIFO,hd,openstacks,20
ipc2014,ff1,lazy,FIFO,hd,hiking,20
ipc2014,ff1,lazy,FIFO,hd,visitall,0
ipc2014,ff1,lazy,FIFO,hd,ged,19
ipc2014,ff1,lazy,FIFO,hd,barman,0
ipc2014,ff1,lazy,FIFO,hd,citycar,0
ipc2014,ff1,lazy,FIFO,hd,parking,5
ipc2014,ff1,lazy,FIFO,hd,childsnack,4
ipc2014,ff1,lazy,FIFO,hd,floortile,2
ipc2014,ff1,lazy,FIFO,hd,tetris,6
ipc2014,ff1,lazy,FIFO,hd,cavediving,7
ipc2014,ff1,lazy,FIFO,hd,transport,0
ipc2014,ff1,lazy,FIFO,hd,thoughtful,8
ipc2014,ff1,lazy,FIFO,hd,maintenance,0
ipc2014,ff1,lazy,FIFO,hd,openstacks,20
